branch_key,branch_name,branch_address,branch_city,branch_state,branch_zip
4394,montclair plaza branch,9133 CENTRAL AVE,San Bernardino,CA,91763.0
4395,diamond bar branch,1100 S DIAMOND BAR BLVD,Los Angeles,CA,91765.0
4396,golden springs branch,334 SOUTH DIAMOND BAR BOULEVARD,Los Angeles,CA,91765.0
4397,diamond bar blvd & cold springs,2717 SOUTH DIAMOND BAR BLVD,Los Angeles,CA,91765.0
4398,pomona branch,100 WEST SECOND STREET,Los Angeles,CA,91766.0
4399,garey and philadelphia food 4 less,2090 SOUTH GAREY AVENUE,Los Angeles,CA,91766.0
4400,foothill and garey branch,110 E FOOTHILL BLVD,Los Angeles,CA,91767.0
4401,san dimas branch,1198 VIA VERDE,Los Angeles,CA,91773.0
4402,arrow hwy & lone hill avenue banking center,1001 WEST ARROW HWY,Los Angeles,CA,91773.0
4403,san gabriel branch,120 WEST LAS TUNAS DRIVE,Los Angeles,CA,91776.0
4404,temple city camellia branch,9647 E. LAS TUNAS DR.,Los Angeles,CA,91780.0
4405,temple city branch,8905 LAS TUNAS DRIVE,Los Angeles,CA,91780.0
4406,upland - colonies crossroads branch,"1905 NORTH CAMPUS AVE,",San Bernardino,CA,91784.0
4407,upland branch,31 WEST FOOTHILL BOULEVARD,San Bernardino,CA,91786.0
4408,la puente & lemon banking center branch,300 NORTH LEMON AVENUE,Los Angeles,CA,91789.0
4409,west covina branch,100 SOUTH VINCENT AVENUE,Los Angeles,CA,91790.0
4410,citrus & workman bking ctr branch,2800 EAST WORKMAN AVENUE,Los Angeles,CA,91791.0
4411,azusa and rowland branch,455 NORTH AZUSA AVENUE,Los Angeles,CA,91791.0
4412,alhambra valley blvd branch,401 EAST VALLEY BOULEVARD,Los Angeles,CA,91801.0
4413,alhambra - main street branch,808 E MAIN STREET,Los Angeles,CA,91801.0
4414,main & raymond banking center branch,2121 WEST MAIN STREET,Los Angeles,CA,91801.0
4415,main & 5th alhambra banking center,"410 WEST MAIN STREET, SUITE 330",Los Angeles,CA,91801.0
4416,atlantic & valley banking center branch,1000 WEST VALLEY BOULEVARD,Los Angeles,CA,91803.0
4417,alpine branch,1271 TAVERN ROAD,San Diego,CA,91901.0
4418,bonita branch,4500 BONITA ROAD,San Diego,CA,91902.0
4419,terra nova branch,330 EAST H STREET,San Diego,CA,91910.0
4420,h street branch,501 H STREET,San Diego,CA,91910.0
4421,telegraph canyon branch,503 TELEGRAPH CANYON ROAD,San Diego,CA,91910.0
4422,bonita point plaza branch,770 OTAY LAKES RD,San Diego,CA,91910.0
4423,chula vista naples branch,1120 BROADWAY,San Diego,CA,91911.0
4424,east palomar and medical center branch,605 EAST PALOMAR STREET,San Diego,CA,91911.0
4425,chula vista-eastlake terraces branch,2121 OLYMPIC PKWY,San Diego,CA,91915.0
4426,otay lakes and eastlake pkwy branch,2245 OTAY LAKES ROAD,San Diego,CA,91915.0
4427,imperial beach branch,1100 PALM AVE,San Diego,CA,91932.0
4428,la mesa branch,4791 SPRING STREET,San Diego,CA,91941.0
4429,grossmont branch,5505 GROSSMONT CTR DR,San Diego,CA,91942.0
4430,national city branch,1130 PLAZA BLVD STE 102,San Diego,CA,91950.0
4431,spring valley branch,619 SWEETWATER RD,San Diego,CA,91977.0
4432,grand and madison branch,699 GRAND AVE,San Diego,CA,92008.0
4433,el camino real and marron branch,2580 EL CAMINO REAL,San Diego,CA,92008.0
4434,la costa branch,"6985 EL CANINO REAL, SUITE 101",San Diego,CA,92009.0
4435,bressi ranch banking center branch,2663 GATEWAY ROAD,San Diego,CA,92009.0
4436,la costa town square baranch,3340 VIA MERCATO,San Diego,CA,92009.0
4437,palomar airport branch,2219 PALOMAR AIRPORT ROAD,San Diego,CA,92011.0
4438,poinsettia village bnkg ctr branch,7176 AVENIDA ENCINAS,San Diego,CA,92011.0
4439,del mar branch,2770 VIA DE LA VALLE,San Diego,CA,92014.0
4440,rancho san diego east branch,2644 JAMACHA ROAD,San Diego,CA,92019.0
4441,el cajon branch,866 NORTH JOHNSON AVENUE,San Diego,CA,92020.0
4442,avocado and chase branch,1133 AVOCADO BLVD,San Diego,CA,92020.0
4443,el cajon east branch,1790 EAST MAIN STREET,San Diego,CA,92021.0
4444,encinitas branch,105 NORTH EL CAMINO REAL,San Diego,CA,92024.0
4445,el camino real & leucadia banking center,1080 NORTH EL CAMINO REAL,San Diego,CA,92024.0
4446,escondido branch,150 N CENTRE CITY PARKWAY,San Diego,CA,92025.0
4447,escondido south branch,325 WEST FELICITA AVENUE,San Diego,CA,92025.0
4448,del norte branch,326-C W EL NORTE PKWY,San Diego,CA,92026.0
4449,escondido valley parkway bnkg ctr br,1401 EAST VALLEY PARKWAY,San Diego,CA,92027.0
4450,fallbrook branch,1091 SOUTH MISSION ROAD,San Diego,CA,92028.0
4451,la jolla downtown branch,7777 GIRARD AVENUE,San Diego,CA,92037.0
4452,la jolla village center branch,8807 VILLA LA JOLLA DRIVE,San Diego,CA,92037.0
4453,birdrock banking center,5605 LA JOLLA BLVD,San Diego,CA,92037.0
4454,lakeside branch,9558 WINTERGARDENS BOULEVARD,San Diego,CA,92040.0
4455,oceanside branch,801 MISSION AVENUE,San Diego,CA,92054.0
4456,oceanside & state tree banking center branch,1710 OCEANSIDE BOULEVARD,San Diego,CA,92054.0
4457,oceanside branch,4147 OCEANSIDE BOULEVARD,San Diego,CA,92056.0
4458,college bridge branch,615 COLLEGE BOULEVARD,San Diego,CA,92057.0
4459,mission ave branch,3748 MISSION AVE,San Diego,CA,92058.0
4460,poway branch,12380 POWAY ROAD,San Diego,CA,92064.0
4461,ramona branch,1467 MAIN STREET,San Diego,CA,92065.0
4462,rancho santa fe branch,6041 LA FLECHA,San Diego,CA,92067.0
4463,santee branch,10 TOWN CENTER PKWY,San Diego,CA,92071.0
4464,solana beach branch,607 LOMAS SANTA FE,San Diego,CA,92075.0
4465,san marcos branch,348 S. TWIN OAKS VALLEY ROAD,San Diego,CA,92078.0
4466,west san marcos branch,"1921 WEST SAN MARCOS STREET, SUITE 170",San Diego,CA,92078.0
4467,san elijo road banking ctr branch,1705 SAN ELIJO ROAD,San Diego,CA,92078.0
4468,vista/melrose branch,1641 SOUTH MELROSE DRIVE,San Diego,CA,92081.0
4469,vista stater brothers bnk ctr branch,780 SYCAMORE AVENUE,San Diego,CA,92083.0
4470,university and sycamore branch,1810 UNIVERSITY DRIVE,San Diego,CA,92083.0
4471,985 e vista way branch,985 E VISTA WAY,San Diego,CA,92084.0
4472,university of california-san diego l,"9700 GILMAN DRIVE, PMB 275",San Diego,CA,92093.0
4473,first and broadway branch,101 WEST BROADWAY,San Diego,CA,92101.0
4474,san diego little italy branch,1415 INDIA ST,San Diego,CA,92101.0
4475,broadway and 7th branch,"707 BROADWAY, SUITE 1",San Diego,CA,92101.0
4476,san diego hillcrest branch,3800 FIFTH AVENUE,San Diego,CA,92103.0
4477,park west branch,2551 5TH AVENUE,San Diego,CA,92103.0
4478,washington & dove banking center,365 WEST WASHINGTON,San Diego,CA,92103.0
4479,north park branch,3921 30TH STREET,San Diego,CA,92104.0
4480,city heights branch,4440 WIGHTMAN AVENUE,San Diego,CA,92105.0
4481,rosencrans branch,1740 ROSECRANS STREET,San Diego,CA,92106.0
4482,ocean beach branch,1881 SUNSET CLIFFS BLVD,San Diego,CA,92107.0
4483,mission valley branch,5111 MISSION CENTER RD.,San Diego,CA,92108.0
4484,pacific beach branch,1000 GARNET AVENUE,San Diego,CA,92109.0
4485,mission bay drive branch,4650 MISSION BAY DRIVE,San Diego,CA,92109.0
4486,midway drive branch,3609 MIDWAY AVENUE,San Diego,CA,92110.0
4487,clairemont branch,5825 BALBOA AVE.,San Diego,CA,92111.0
4488,gateway center drive branch,4415 IMPERIAL AVENUE,San Diego,CA,92113.0
4489,college center branch,4627 COLLEGE AVENUE,San Diego,CA,92115.0
4490,college grove branch,3490 COLLEGE AVENUE,San Diego,CA,92115.0
4491,kensington branch,4078 ADAMS AVE,San Diego,CA,92116.0
4492,san diego - clairemont square branch,4723 B CLAIREMONT DR,San Diego,CA,92117.0
4493,coronado branch,1000 ORANGE AVENUE,San Diego,CA,92118.0
4494,san carlos branch,8850 NAVAJO ROAD,San Diego,CA,92119.0
4495,mission gorge branch,6116 MISSION GORGE ROAD,San Diego,CA,92120.0
4496,san diego - sorrento valley branch,9450 SCRANTON RD,San Diego,CA,92121.0
4497,university city branch,4111 GOVERNOR DRIVE,San Diego,CA,92122.0
4498,kearny mesa branch,5303 RUFFIN ROAD,San Diego,CA,92123.0
4499,tierrasanta branch,10505 TIERRASANTA BOULEVARD,San Diego,CA,92124.0
4500,mira mesa branch,8222 MIRA MESA BOULEVARD,San Diego,CA,92126.0
4501,mira mesa & maribury bnkg ctr branch,9025 MIRA MESA BLVD,San Diego,CA,92126.0
4502,san diego 4s ranch branch,10429 CRAFTSMAN WAY,San Diego,CA,92127.0
4503,carmel mountain ranch branch,11995 CARMEL MOUNTAIN ROAD,San Diego,CA,92128.0
4504,bernardo center branch,16861 BERNARDO CENTER DRIVE,San Diego,CA,92128.0
4505,rancho penasquitos branch,13275 BLACK MOUNTAIN ROAD,San Diego,CA,92129.0
4506,piazza carmel branch,"3830 VALLEY CENTRE DRIVE, SUITE 707",San Diego,CA,92130.0
4507,scripps ranch branch,9994 SCRIPPS RANCH BLVD,San Diego,CA,92131.0
4508,scripps poway branch,10541 SCRIPPS POWAY PARKWAY,San Diego,CA,92131.0
4509,82-462 highway 111 branch,82462 US HIGHWAY 111,Riverside,CA,92201.0
4510,jackson and showcase branch,"42425 EAST JACKSON STREET, SUITE E",Riverside,CA,92203.0
4511,palm desert stater bros branch,78210 VARNER RD,Riverside,CA,92211.0
4512,banning branch,1118 W RAMSEY ST,Riverside,CA,92220.0
4513,beaumont highland springs branch,1693 2ND ST,Riverside,CA,92223.0
4514,cathedral city stater bros. banking center,67800 VISTA CHINO,Riverside,CA,92234.0
4515,desert hot springs branch,PALM DR AND 2 BUNCH PALMS TR,Riverside,CA,92240.0
4516,imperial valley branch,2303 NORTH COTTONWOOD DRIVE,Imperial,CA,92243.0
4517,la quinta branch,78805 HWY 111,Riverside,CA,92253.0
4518,palm desert branch,72705 HWY 111,Riverside,CA,92260.0
4519,country club and cook branch,74-930 COUNTRY CLUB DR,Riverside,CA,92260.0
4520,palm springs branch,499 S PALM CANYON DR,Riverside,CA,92262.0
4521,palm springs stater bros branch,1717 E VISTA CHINO,Riverside,CA,92262.0
4522,palm canyon and barona branch,"2465 EAST PALM CANYON DRIVE, BUILDING D",Riverside,CA,92264.0
4523,rancho mirage branch,"36101 BOBHOPE DRIVE, SUITE G-1",Riverside,CA,92270.0
4524,Yucca Valley Branch,57297 29 PALMS HIGHWAY,San Bernardino,CA,92284.0
4525,Adelanto Stater Brothers Bnkg Ctr Br,14168 US HWY 395,San Bernardino,CA,92301.0
4526,Apple Valley - Highway 18 Branch,20236 U.S. HWY 18,San Bernardino,CA,92307.0
4527,Barstow Branch,1291 EAST MAIN STREET,San Bernardino,CA,92311.0
4528,Calimesa Branch,1195 CALIMESA BOULEVARD,Riverside,CA,92320.0
4529,Washington and Cooley Branch,2005 EAST WASHINGTON STREET,San Bernardino,CA,92324.0
4530,Foothill and Citrus Branch,16120 FOOTHILL BLVD,San Bernardino,CA,92335.0
4531,Fontana Branch,14518 BASELINE AVE.,San Bernardino,CA,92336.0
4532,Fontana - Sierra Lakes,16879 SIERRA LAKES PKWY,San Bernardino,CA,92336.0
4533,Falcon Ridge Branch,15320 SUMMIT AVENUE,San Bernardino,CA,92336.0
4534,Fontana Stater Bros Bnkg Ctr Branch,11225 SIERRA AVENUE,San Bernardino,CA,92337.0
4535,Sierra & Slover Banking Center,17042 SLOVER AVENUE,San Bernardino,CA,92337.0
4536,Hesperia Branch,17317 EAST MAIN STREET,San Bernardino,CA,92345.0
4537,High Desert Gateway Branch,12731 MAIN STREET,San Bernardino,CA,92345.0
4538,Baseline and Boulder Branch,7195 BOULDER AVENUE,San Bernardino,CA,92346.0
4539,Lima Linda,25701 BARTON ROAD,San Bernardino,CA,92354.0
4540,Redlands Branch,4 WEST REDLANDS BLVD,San Bernardino,CA,92373.0
4541,Redlands & Palm Banking Center,700 EAST REDLANDS BLVD,San Bernardino,CA,92373.0
4542,Rialto Branch,101 EAST FOOTHILL BOULEVARD,San Bernardino,CA,92376.0
4543,Victorville Branch,12690 HESPERIA ROAD,San Bernardino,CA,92392.0
4544,Yucaipa Branch,34318 YUCAIPA BOULEVARD,San Bernardino,CA,92399.0
4545,Plaza D Street Branch,330 NORTH D STREET,San Bernardino,CA,92401.0
4546,Highland and Sterling Branch,2020 E. HIGHLAND AVE,San Bernardino,CA,92404.0
4547,West Highland Ave Branch,315 WEST HIGHLAND AVENUE,San Bernardino,CA,92405.0
4548,Kendall & Shandin Hills Bnk Ctr Branch,959 KENDALL DRIVE,San Bernardino,CA,92407.0
4549,Arlington & Madison Bnkg Ctr Branch,5060 ARLINGTON AVENUE,Riverside,CA,92504.0
4550,Magnolia Ave and Tyler Branch,10355 MAGNOLIA AVE,Riverside,CA,92505.0
4551,Riverside Ave Branch,6245 RIVERSIDE AVENUE,Riverside,CA,92506.0
4552,Riverside Branch,"1299 UNIVERSITY AVENUE, SUITE 105",Riverside,CA,92507.0
4553,Canyon Crest Towne Centre Branch,"5225 CANYON CREST DRIVE, BLDG 85",Riverside,CA,92507.0
4554,Riverside - Orangecrest Branch,8705 TRAUTWEIN RD,Riverside,CA,92508.0
4555,Jurupa Valley Branch,7800 LIMONITE AVENUE,Riverside,CA,92509.0
4556,Lake Elsinore Branch,31575 CANYON ESTATES,Riverside,CA,92530.0
4557,Lake Elsinore Stater Bros Bnk Ctr Br,29995 CANYON HILLS ROAD,Riverside,CA,92532.0
4558,Hemet Plaza Branch,1800 EAST FLORIDA AVENUE,Riverside,CA,92544.0
4559,Hemet Branch,105 NORTH CAWSTON AVENUE,Riverside,CA,92545.0
4560,Towngate Blvd Branch,22950 TOWNGATE BOULEVARD,Riverside,CA,92553.0
4561,Iris and Lasselle Branch,26220 IRIS AVE,Riverside,CA,92555.0
4562,Moreno Valley Beach State Bros. Banking Center,14425 MORENO BEACH BLVD,Riverside,CA,92555.0
4563,Stoneridge Towne Center Bnkg Ctr Brh,27060 FIR AVENUE,Riverside,CA,92555.0
4564,Murrieta Branch,40655 CALIFORNIA OAKS ROAD,Riverside,CA,92562.0
4565,San Jacinto Stater Bros Bnkg Ctr Br,1271 NORTH STATE STREET,Riverside,CA,92583.0
4566,Esplanade & San Jacinto Bnk Ctr Brh,1579 SOUTH SAN JACINTO AVENUE,Riverside,CA,92583.0
4567,Newport & Haun Banking Center Branch,30032 HAUN RD,Riverside,CA,92584.0
4568,Sun City Branch,26750 MCCALL BOULEVARD,Riverside,CA,92586.0
4569,Temecula Office Branch,29640 RANCHO CALIFORNIA ROAD,Riverside,CA,92591.0
4570,Ynez Road Branch,26411 YNEZ ROAD,Riverside,CA,92591.0
4571,Temecula - Redhawk Branch,32105 STATE RTE 79 S,Riverside,CA,92592.0
4572,Hidden Springs Rd Branch,36132 HIDDEN SPRINGS RD,Riverside,CA,92595.0
4573,French Valley Stater Bros Branch,30712 BENTON ROAD,Riverside,CA,92596.0
4574,Irvine - Irvine Boulevard Branch,3973 IRVINE BLVD.,Orange,CA,92602.0
4575,Jamboree and Irvine Branch,13128 JAMBOREE RD,Orange,CA,92602.0
4576,Irvine - Quail Hill Branch,6875 QUAIL HILL PARKWAY,Orange,CA,92603.0
4577,Walnut Ave Branch,5392 WALNUT AVE,Orange,CA,92604.0
4578,Culver & Walnut Banking Ctr Branch,14282 CULVER DRIVE,Orange,CA,92604.0
4579,Culver & Deerfield Banking Center Branch,15275 CULVER DRIVE,Orange,CA,92604.0
4580,Barranca Parkway Branch,3978 BARRANCA PARKWAY,Orange,CA,92606.0
4581,Barranca and Von Karman Branch,2244 BARRANCA PKWY,Orange,CA,92606.0
4582,Foothill Ranch Branch,26791 PORTOLA PARKWAY,Orange,CA,92610.0
4583,Campus Branch,4543 CAMPUS DRIVE,Orange,CA,92612.0
4584,Park Place Branch,"2967 MICHELSON DRIVE, SUITE A",Orange,CA,92612.0
4585,Harvard and Main Branch,"17585 HARVARD AVENUE, SUITE A",Orange,CA,92614.0
4586,Oak Creek Irvine Branch,5665 ALTON PARKWAY,Orange,CA,92618.0
4587,Los Olivos Branch,8593 IRVINE CENTER DRIVE,Orange,CA,92618.0
4588,Irvine & Yale Banking Center Branch,4820 IRVINE BOULEVARD,Orange,CA,92620.0
4589,Irvine Sand Canyon Banking Center Branch,6460 IRVINE BOULEVARD,Orange,CA,92620.0
4590,Corona Del Mar Banking Center,3446 EAST PACIFIC COAST HWY,Orange,CA,92625.0
4591,Baker Street Branch,1455 BAKER STREET,Orange,CA,92626.0
4592,Newport Blvd and 17th St Branch,105 E 17TH ST,Orange,CA,92627.0
4593,Dana Point Branch,5 MANARCH BAY PLAZA,Orange,CA,92629.0
4594,El Toro Branch,23861 EL TORO RD,Orange,CA,92630.0
4595,Lake Forest - Trabuco Branch,22377 EL TORO RD,Orange,CA,92630.0
4596,Laguna Hills/Leisure World Branch,24268 EL TORO ROAD,Orange,CA,92637.0
4597,Atlanta and Magnolia Branch,20972 MAGNOLIA STREET,Orange,CA,92646.0
4598,Brookhurst and Adams Branch,20001 BROOKHURST ST,Orange,CA,92646.0
4599,Edinger Branch,7830 EDINGER AVE,Orange,CA,92647.0
4600,Seacliff Branch,"19461 MAIN STREET, SUITE 102",Orange,CA,92648.0
4601,Main St and Ellis Ave Branch,18501 MAIN ST,Modoc,CA,92648.0
4602,Beach and Atlanta Branch,21092 BEACH BLVD,Orange,CA,92648.0
4603,Huntington Harbour Branch,"16917 ALGONQUIN ST, STE A",Orange,CA,92649.0
4604,Pch and Wesley Branch,30912 PACIFIC COAST HIGHWAY,Orange,CA,92651.0
4605,Broadway and Beach Branch,310 BROADWAY STREET,Orange,CA,92651.0
4606,Laguna Hills Branch,24085 EL TORO RD,Orange,CA,92653.0
4607,LA Paz & Cabot Banking Center,25912 LA PAZ ROAD,Orange,CA,92653.0
4608,Alicia and Hon Branch,24799 ALICIA PKWY,Orange,CA,92653.0
4609,Aliso Branch,26821 ALISO CREEK ROAD,Orange,CA,92656.0
4610,551 Newport Center Drive Branch,551 NEWPORT CENTER DRIVE,Orange,CA,92660.0
4611,Irvine and 17th Branch,1000 IRVINE AVE,Orange,CA,92660.0
4612,Jamboree and Santa Barbara Branch,1470 JAMBOREE ROAD,Orange,CA,92660.0
4613,Balboa and 32nd Branch,3152 WEST BALBOA BOULEVARD,Orange,CA,92663.0
4614,San Clemento Branch,905 NORTH EL CAMINO REAL,Orange,CA,92672.0
4615,San Clemente North Branch,638 CAMINO DE LOS MARES SUITE 140-F,Orange,CA,92673.0
4616,Avenida Pico Albertsons Banking Center Branch,804 AVENIDA PICO,Orange,CA,92673.0
4617,San Juan Capistrano Branch,31972 CAMINO CAPISTRANO,Orange,CA,92675.0
4618,Laguna Niguel Office Branch,28131 CROW VALLEY PKWY,Orange,CA,92677.0
4619,Alicia Parkway Branch,30202 CROWN VALLEY PARKWAY,Orange,CA,92677.0
4620,Ocean Ranch Branch,"32361 GOLDEN LANTERN ST, STE A",Orange,CA,92677.0
4621,LA Paz Road and Aliso Creek Branch,23970 ALISO CREEK ROAD,Orange,CA,92677.0
4622,Westminster Mall Branch,6951 BOLSA AVE,Orange,CA,92683.0
4623,Westminster/Beach Branch,14011 BEACH BOULEVARD,Orange,CA,92683.0
4624,Brookhurst and Mcfadden Branch,15512 BRROKHURST STREET,Orange,CA,92683.0
4625,Rancho Santa Margarita Branch,22391 ANTONIO PKWY,Orange,CA,92688.0
4626,Santa Margarita Pkwy Branch,27888 SANTA MARGARITA PKWY,Orange,CA,92691.0
4627,Mission Viejo/Gateway Center Branch,23992 ALICIA PARKWAY,Orange,CA,92691.0
4628,Mission Viejo/Crown Valley Branch,26971 CROWN VALLEY PARKWAY,Orange,CA,92691.0
4629,Mission Viejo Branch,27752 VISTA DEL LAGO,Orange,CA,92692.0
4630,LA Paz and Marguerite Branch,25112 MARGUERITE PKWY,Orange,CA,92692.0
4631,Ladera Ranch Branch,"25692 CROWN VALLEY PARKWAY, SUITE J2",Orange,CA,92694.0
4632,Crown Valley & Cecil Pasture Banking Ctr Branch,27702 CROWN VALLEY PARKWAY,Orange,CA,92694.0
4633,Santa Ana Branch,1300 NORTH MAIN STREET,Orange,CA,92701.0
4634,South Coast Branch,3600 SOUTH BRISTOL ST,Orange,CA,92704.0
4635,South Bristol Street Branch,2407 SOUTH BRISTOL STREET,Orange,CA,92704.0
4636,Santa Ana Macarthur/Fairview Branch,2781 W MACARTHUR BLVD,Orange,CA,92704.0
4637,Fountain Valley Branch,18975 BROOKHURST AVENUE,Orange,CA,92708.0
4638,Fountain Valley At Costco Branch,"17870 NEWHOPE STREET, SUITE 106",Orange,CA,92708.0
4639,Garfield and Magnolia Branch,9025 GARFIELD AVE,Orange,CA,92708.0
4640,Tustin Branch,615 E 1ST ST,Orange,CA,92780.0
4641,Anaheim Plaza Branch,555 NORTH EUCLID,Orange,CA,92801.0
4642,Brookhurst and Ball Rd Branch,910 S BROOKHURST ST,Orange,CA,92804.0
4643,Katella & Euclid Banking Center,1711 WEST KATELLA AVENUE,Orange,CA,92804.0
4644,Harbor and Lincoln Branch,101 SOUTH HARBOR BOULEVARD,Orange,CA,92805.0
4645,State College LA Palma Branch,555 N STATE COLLEGE BLVD,Orange,CA,92806.0
4646,Anaheim Hills Branch,5791 EAST SANTA ANA CANYON ROAD,Orange,CA,92807.0
4647,Imperial and LA Palma Branch,5703 EAST LA PALMA AVENUE,Orange,CA,92807.0
4648,Santa Ana Canyon & Festival Center Branch,8166 EAST SANTA ANA CANYON ROAD,Orange,CA,92808.0
4649,Serrano and Weir Canyon Branch,"791 S WEIR CANYON RD, STE 200",Orange,CA,92808.0
4650,Brea Branch,270 S STATE COLLEGE BLVD,Orange,CA,92821.0
4651,Kraemer Branch,"2500 EAST IMPERIAL HIGHWAY, SUITE 194",Orange,CA,92821.0
4652,Palcentia Branch,3334 YORBA LINDA BLVD,Orange,CA,92831.0
4653,Chapman and Commonwealth,2569 EAST CHAPMAN AVENUE,Orange,CA,92831.0
4654,Fullerton Branch,1107 SOUTH HARBOR BLVD,Orange,CA,92832.0
4655,Fullerton Downtown Branch,1235 N HARBOR BLVD,Orange,CA,92832.0
4656,Orangethorpe Branch,1001 W ORANGETHORPE AVE,Orange,CA,92833.0
4657,Brookhurst and Chapman Branch,11922 BROOKHURST STREET,Orange,CA,92840.0
4658,Grand Grove Harbor Branch,12851 HARBOR BOULEVARD,Orange,CA,92840.0
4659,Garden Grove Valley View St Branch,12555 VALLEY VIEW,Orange,CA,92845.0
4660,Hidden Valley Branch,"465 HIDDEN VALLEY PARKWAY, SUITE 10",Riverside,CA,92860.0
4661,Katella Branch,1344 N TUSTIN ST,Orange,CA,92867.0
4662,Tustin and Chapman Branch,225 NORTH TUSTIN STREET,Orange,CA,92867.0
4663,East Chapman Branch,18511 E CHAPMAN AVE,Orange,CA,92869.0
4664,Alta Vista & Rose Banking Center Branch,670 NORTH ROSE DRIVE,Orange,CA,92870.0
4665,Corona Hills Branch,"360 NORTH MCKINLEY STREET, SUITE 101",Riverside,CA,92879.0
4666,Eastvale Archibald Banking Center Branch,7042 ARCHIBALD STREET,Riverside,CA,92880.0
4667,Corona Ontario Ave & Main St Branch,140 WEST ONTARIO AVE,Riverside,CA,92882.0
4668,Yorba Linda Branch,20385 YORBA LINDA BLVD,Orange,CA,92886.0
4669,Yorba Linda Blvd and Valley View Branch,17490 YORBA LINDA BLVD,Orange,CA,92886.0
4670,Ventura Marina Branch,2499 HARBOR BOULEVARD,Ventura,CA,93001.0
4671,Pacific View Mall Branch,3498 TELEGRAPH ROAD BRANCH,Ventura,CA,93003.0
4672,South Victoria Ave Branch,2075 S VICTORIA AVE,Ventura,CA,93003.0
4673,Saticoy Branch,310 SOUTH WELLS ROAD,Ventura,CA,93004.0
4674,Kimball & Telegraph Banking Center Branch,7730 TELEGRAPH RD,Ventura,CA,93004.0
4675,Camarillo Branch,2300 PONDEROSA DRIVE,Ventura,CA,93010.0
4676,Arnell & Los Posas Banking Center Branch,2510 LOS POSAS ROAD,Ventura,CA,93010.0
4677,Daily & Las Posas Banking Center Branch,502 NORTH LAS POSAS ROAD,Ventura,CA,93010.0
4678,5291 Mission Oaks Branch,5291 MISSION OAKS,Ventura,CA,93012.0
4679,Carpinteria Branch,5400 CARPINTERIA AVENUE,Santa Barbara,CA,93013.0
4680,Moorpark Town Center Branch,165 W LOS ANGELES AVE,Ventura,CA,93021.0
4681,Ojai Branch,1215 MARICOPA ROAD,Ventura,CA,93023.0
4682,Esplanade Branch,350 ESPLANADE DRIVE,Ventura,CA,93030.0
4683,Ventura Road and Doris Branch,860 NORTH VENTURA ROAD,Ventura,CA,93030.0
4684,Wooley & Victoria Banking Center,1201 SOUTH VICTORIA AVENUE,Ventura,CA,93035.0
4685,Oxnard - Rose Crossing Branch,1950 N ROSE AVE,Ventura,CA,93036.0
4686,Port Hueneme Office Branch,619 W CHANNELISLAND BLVD,Ventura,CA,93041.0
4687,Main Street and Steckel Branch,539 WEST HARVARD BOULEVARD,Ventura,CA,93060.0
4688,Simi Valley East Branch,5105 E LOS ANGELES AVE,Ventura,CA,93063.0
4689,Tapo Canyon & Alamo Bnk Ctr Branch,2790 TAPO CANYON ROAD,Ventura,CA,93063.0
4690,Sycamore Branch,2398 SYCAMORE DRIVE,Ventura,CA,93065.0
4691,First and Los Angeles Branch,1377 EAST LOS ANGELES AVENUE,Ventura,CA,93065.0
4692,Madera & Royal Road Banking Center Branch,1324 MADERA ROAD,Ventura,CA,93065.0
4693,State Street Branch,1302 STATE STREET,Santa Barbara,CA,93101.0
4694,State St and Hope Ave Branch,3768 STATE STREET,Santa Barbara,CA,93105.0
4695,Las Positas and State Branch,3307 STATE STREET,Santa Barbara,CA,93105.0
4696,Coast Village & Middle Banking Center,"1165 COAST VILLAGE ROAD, SUITE K",Santa Barbara,CA,93108.0
4697,Cliff Drive and Meigs Branch,1924 CLIFF DR,Santa Barbara,CA,93109.0
4698,Goleta Branch,5787 CALLE REAL,Santa Barbara,CA,93117.0
4699,Isla Vista Branch,901 EMBARCADERO DEL NORTE,Santa Barbara,CA,93117.0
4700,Delano Branch,917 MAIN STREET,Kern,CA,93215.0
4701,Hanford Branch,421 NORTH DOUTY,Kings,CA,93230.0
4702,Taft Branch,329 KERN STREET,Kern,CA,93268.0
4703,Tulare Branch,1079 EAST PROSPERITY AVE,Tulare,CA,93274.0
4704,Visalia Branch,2735 SOUTH MOONEY BOULEVARD,Tulare,CA,93277.0
4705,Visalia - Akers Branch,5151 W GOSHEN AVE,Tulare,CA,93291.0
4706,Court & Acequia Banking Center Branch,200 SOUTH COURT STREET,Tulare,CA,93291.0
4707,Bakersfield Main Branch,1515 17TH STREET,Kern,CA,93301.0
4708,White Lane Branch,2050 WHITE LANE,Kern,CA,93304.0
4709,College Heights Branch,2680 MOUNT VERNON AVENUE,Kern,CA,93306.0
4710,Northchester Branch,2314 NORTH CHESTER AVENUE,Kern,CA,93308.0
4711,Coffee Road Branch,6085 COFFEE RD,Kern,CA,93308.0
4712,Ming Ave Branch,3901 MING AVE,Kern,CA,93309.0
4713,California Avenue Branch,4040 CALIFORNIA AVENUE,Kern,CA,93309.0
4714,Stockdale Avenue & California Avenue Banking Center Branch,5660 STOCKDALE HIGHWAY,Kern,CA,93309.0
4715,Haggin Oaks & Ming Banking Center Branch,"9000 MING AVENUE, SUITE N",Kern,CA,93311.0
